RO;11;00015;Alta Floresta D'Oeste;25.437 
RO;11;00023;Ariquemes;107.345 
RO;11;00031;Cabixi;6.224 
RO;11;00049;Cacoal;88.507 
RO;11;00056;Cerejeiras;17.934 
RO;11;00064;Colorado do Oeste;18.467 
RO;11;00072;Corumbiara;8.659 
RO;11;00080;Costa Marques;17.400 
RO;11;00098;Espigão D'Oeste;33.030 
RO;11;00106;Guajará-Mirim;47.451 
RO;11;00114;Jaru;55.871 
RO;11;00122;Ji-Paraná;132.667 
RO;11;00130;Machadinho D'Oeste;38.609 
RO;11;00148;Nova Brasilândia D'Oeste;21.747 
RO;11;00155;Ouro Preto do Oeste;39.759 
RO;11;00189;Pimenta Bueno;38.051 
RO;11;00205;Porto Velho;519.436
RO;11;00254;Presidente Médici;22.124 
RO;11;00262;Rio Crespo;3.829 
RO;11;00288;Rolim de Moura;57.074 
RO;11;00296;Santa Luzia D'Oeste;8.198 
RO;11;00304;Vilhena;95.630 
RO;11;00320;São Miguel do Guaporé;24.181 
RO;11;00338;Nova Mamoré;28.891 
RO;11;00346;Alvorada D'Oeste;16.747 
RO;11;00379;Alto Alegre dos Parecis;14.045 
RO;11;00403;Alto Paraíso;20.916 
RO;11;00452;Buritis;39.044 
RO;11;00502;Novo Horizonte do Oeste;10.051 
RO;11;00601;Cacaulândia;6.460 
RO;11;00700;Campo Novo de Rondônia;14.484 
RO;11;00809;Candeias do Jamari;25.266 
RO;11;00908;Castanheiras;3.550 
RO;11;00924;Chupinguaia;10.593 
RO;11;00940;Cujubim;22.443 
RO;11;01005;Governador Jorge Teixeira;9.745 
RO;11;01104;Itapuã do Oeste;10.310 
RO;11;01203;Ministro Andreazza;10.751 
RO;11;01302;Mirante da Serra;12.258 
RO;11;01401;Monte Negro;16.186 
RO;11;01435;Nova União;7.769 
RO;11;01450;Parecis;5.904 
RO;11;01468;Pimenteiras do Oeste;2.410 
RO;11;01476;Primavera de Rondônia;3.411 
RO;11;01484;São Felipe D'Oeste;5.994 
RO;11;01492;São Francisco do Guaporé;19.694 
RO;11;01500;Seringueiras;12.653 
RO;11;01559;Teixeirópolis;4.931 
RO;11;01609;Theobroma;11.350 
RO;11;01708;Urupá;13.106 
RO;11;01757;Vale do Anari;11.149 
RO;11;01807;Vale do Paraíso;8.047 
AC;12;00013;Acrelândia;14.366 
AC;12;00054;Assis Brasil;6.986 
AC;12;00104;Brasiléia;24.765 
AC;12;00138;Bujari;9.664 
AC;12;00179;Capixaba;11.136 
AC;12;00203;Cruzeiro do Sul;82.622 
AC;12;00252;Epitaciolândia;17.340 
AC;12;00302;Feijó;32.360 
AC;12;00328;Jordão;7.858 
AC;12;00336;Mâncio Lima;17.910 
AC;12;00344;Manoel Urbano;8.886 
AC;12;00351;Marechal Thaumaturgo;17.897 
AC;12;00385;Plácido de Castro;18.510 
AC;12;00393;Porto Walter;11.353 
AC;12;00401;Rio Branco;383.443 
AC;12;00427;Rodrigues Alves;17.945 
AC;12;00435;Santa Rosa do Purus;6.230 
AC;12;00450;Senador Guiomard;21.552 
AC;12;00500;Sena Madureira;43.139 
AC;12;00609;Tarauacá;40.024 
AC;12;00708;Xapuri;18.174 
AC;12;00807;Porto Acre;17.459 
AM;13;00029;Alvarães;15.908 
AM;13;00060;Amaturá;11.242 
AM;13;00086;Anamã;12.978 
AM;13;00102;Anori;20.196 
AM;13;00144;Apuí;21.406 
AM;13;00201;Atalaia do Norte;19.054 
AM;13;00300;Autazes;38.454 
AM;13;00409;Barcelos;27.743 
AM;13;00508;Barreirinha;31.542 
AM;13;00607;Benjamin Constant;41.329 
AM;13;00631;Beruri;18.978 
AM;13;00680;Boa Vista do Ramos;18.483 
AM;13;00706;Boca do Acre;34.176 
AM;13;00805;Borba;40.464 
AM;13;00839;Caapiranga;12.820 
AM;13;00904;Canutama;15.490 
AM;13;01001;Carauari;28.337 
AM;13;01100;Careiro;37.399 
AM;13;01159;Careiro da Várzea;29.190 
AM;13;01209;Coari;84.762 
AM;13;01308;Codajás;27.817 
AM;13;01407;Eirunepé;34.888 
AM;13;01506;Envira;19.492 
AM;13;01605;Fonte Boa;19.669 
AM;13;01654;Guajará;16.339 
AM;13;01704;Humaitá;53.383 
AM;13;01803;Ipixuna;28.299 
AM;13;01852;Iranduba;47.407 
AM;13;01902;Itacoatiara;99.854 
AM;13;01951;Itamarati;8.128 
AM;13;02009;Itapiranga;9.125 
AM;13;02108;Japurá;4.205 
AM;13;02207;Juruá;13.956 
AM;13;02306;Jutaí;15.824 
AM;13;02405;Lábrea;44.861 
AM;13;02504;Manacapuru;96.460 
AM;13;02553;Manaquiri;30.222
AM;13;02603;Manaus;2.130.264 
AM;13;02702;Manicoré;54.708 
AM;13;02801;Maraã;18.531 
AM;13;02900;Maués;62.212 
AM;13;03007;Nhamundá;20.902 
AM;13;03106;Nova Olinda do Norte;36.431 
AM;13;03205;Novo Airão;18.586 
AM;13;03304;Novo Aripuanã;25.112 
AM;13;03403;Parintins;113.832 
AM;13;03502;Pauini;19.597 
AM;13;03536;Presidente Figueiredo;34.574 
AM;13;03569;Rio Preto da Eva;32.001 
AM;13;03601;Santa Isabel do Rio Negro;23.765
AM;13;03700;Santo Antônio do Içá;23.075 
AM;13;03809;São Gabriel da Cachoeira;44.553 
AM;13;03908;São Paulo de Olivença;38.047 
AM;13;03957;São Sebastião do Uatumã;13.421 
AM;13;04005;Silves;9.211 
AM;13;04062;Tabatinga;63.635 
AM;13;04104;Tapauá;17.930 
AM;13;04203;Tefé;62.021 
AM;13;04237;Tonantins;18.782 
AM;13;04260;Uarini;13.428
AM;13;04302;Urucará;16.968
AM;13;04401;Urucurituba;22.148 
RR;14;00027;Amajari;11.560 
RR;14;00050;Alto Alegre;15.933 
RR;14;00100;Boa Vista;332.020 
RR;14;00159;Bonfim;11.945 
RR;14;00175;Cantá;16.877 
RR;14;00209;Caracaraí;20.807 
RR;14;00233;Caroebe;9.493 
RR;14;00282;Iracema;10.859 
RR;14;00308;Mucajaí;16.852 
RR;14;00407;Normandia;10.527 
RR;14;00456;Pacaraima;12.375 
RR;14;00472;Rorainópolis;28.215 
RR;14;00506;São João da Baliza;7.740 
RR;14;00605;São Luiz;7.597 
RR;14;00704;Uiramutã;9.836 
PA;15;00107;Abaetetuba;153.380 
PA;15;00131;Abel Figueiredo;7.231 
PA;15;00206;Acará;54.096 
PA;15;00305;Afuá;38.144 
PA;15;00347;Água Azul do Norte;26.682 
PA;15;00404;Alenquer;55.246 
PA;15;00503;Almeirim;33.195 
PA;15;00602;Altamira;111.435 
PA;15;00701;Anajás;28.466 
PA;15;00800;Ananindeua;516.057 
PA;15;00859;Anapu;27.096 
PA;15;00909;Augusto Corrêa;44.734 
PA;15;00958;Aurora do Pará;30.471 
PA;15;01006;Aveiro;15.947 
PA;15;01105;Bagre;29.808 
PA;15;01204;Baião;46.110 
PA;15;01253;Bannach;3.200 
PA;15;01303;Barcarena;121.190 
PA;15;01402;Belém;1.452.275 
PA;15;01451;Belterra;17.249 
PA;15;01501;Benevides;60.990 
PA;15;01576;Bom Jesus do Tocantins;16.517 
PA;15;01600;Bonito;15.834 
PA;15;01709;Bragança;124.184 
PA;15;01725;Brasil Novo;14.689 
PA;15;01758;Brejo Grande do Araguaia;7.182 
PA;15;01782;Breu Branco;64.194 
PA;15;01808;Breves;99.896 
PA;15;01907;Bujaru;28.331 
PA;15;01956;Cachoeira do Piriá;32.947 
PA;15;02004;Cachoeira do Arari;23.110 
PA;15;02103;Cametá;134.100 
PA;15;02152;Canaã dos Carajás;36.027 
PA;15;02202;Capanema;67.150 
